name,review,rating,date
jmバグ,"他のアクションゲームと違って、グラフィックと快適性に特化してる為か低めのスペックPCでも高画質で十分遊べます。
戦闘においては、当たり前ですが始めたばかりでは戦略性も何もありません、進めることによって強敵と出会いその中で戦略性(スキルの使うタイミング、PT編成、キャラの相性)が出てきます、なので最初は戦いに慣れて徐々に難しくなる状態です(それが当たり前)。
初期の段階で戦略が〜と言ってるのは多分初日のちょっと触っただけの方だと思います。
ただ、やはりと言うべきかキャラの強化方法やスキルの強化方法の説明が若干少ないと感じます。
崩壊3rdや原神の経験者ならある程度置き換えて分かると思いますが、複雑でやり方も分からないと言う新規さん増えるとは思いました。
あと、ストーリーの難解さもあります。
今作はゲーム内で色々な専門用語が出てきます。
ただ何となくで流すとのちのち意味がわからなくなるかもしれませんが、しっかりとゲーム内で専門用語の解説を見ないとスグ意味不明になるでしょう。
それに圧倒的素材不足がどうしても否めない、そこら辺はミホヨだからと割り切れる人も居れば新規で辛いと感じている方もいるレベルで素材が足りない。

それを除けば現状とてもいいRPGだと思います。

今後の不安としては、ストーリーゲームなのでそのストーリーの更新頻度が怖いです。
現象注目を集めているので、ある程度はポンポンストーリーを展開して貰わないと遊ぶ楽しさが激減します。
今後も楽しみにしてます。",4,2023-05-01 03:38:55
まめ0914,"原神が大好きでリリースからやっていて、mihoyoの新作ゲームだからこちらも事前に入れてみた。今はランク65。
主に原神との比較をしながらの評価をして行こうと思う。

このゲームは原神の改善点を生かしたようなゲームだと感じた。

まず私はソロプレイのゲームが好きだからすごく楽しくプレイ出来ている。原神はマルチプレイがあるけれど、スターレイルは無い。この点については私のように嬉しいと感じた人と残念だと感じた人で別れると思う。最近フレンドとのチャット機能が出来たが、マルチプレイが出来ないからあまり意味が無いのではないかと思った。サポートキャラを変えて欲しいとか伝える時には役立つと思うが。

また、原神よりグラフィックも綺麗になっている。写真を撮る時の表情の変化やスムーズさなどが原神とはまるで違う。また、角度など細かいところまで調節出来る。写真を撮るのが好きだから、とても楽しく使っている。

新規のプレイヤーはストーリーなどが長いと感じているようだが、原神に比べたらとてつもなく短い。原神も長い分良いストーリーだが、短いストーリーでこんなにも満足感があり、楽しめるのは凄い。

遺物は自分好みにいじることができるし、厳選も楽になる。

他にも色々書きたいことはあるが、とにかく伝えたいのは最高のゲームだということ。
原神をやってからスタレをやった人には分かる、この改善点は素晴らしいと思う。
私的には原神にも生かして欲しいが。笑
ターン制のゲームが苦手な人にはおすすめしない。",5,2023-08-01 10:49:28
EGS19,●これぞロールプレイング・ゲームだと思いますよ？ オープンワールドとか自由度とかそういう物ではなく、この世界とルールとストーリーの中で、強化したり工夫したり、試行錯誤しながら最終地点に向かって頑張るんですよ。　●進めて行くと、本当に良く作れるなぁ… と感心する事がたくさんあります。普通、ゴミの一つ一つやベンチや街灯にまでストーリーつけないでしょう（笑） 本気でスターレイルの世界を作ろうとしているのが伝わってきます。　●パズル要素やミニゲームもよくこんなに色々考えますね… 個人的にはもっと難しい方が楽しいです。運営サイドのアンケート要素を自然にゲーム内に埋め込んでいるのも面白い。より楽しいギミックを編み出して追加してください。期待してます。　●相変わらず、三月なのかの喋りの違和感はつきまとい続けるし、キャラデザの古臭さも気になるが、それでも、やればやるほど良くできているので星5です。　●主人公とストーリーキャラが性能良すぎてガチャがオマケすぎる。収益化できるのか謎です。レベルキャップや行動力的な概念は無くして、買い切りゲームとして出した方が儲かったのでは…　●最近はオープンワールドで自由な物が増えましたが、そういった物とは別物で、ゲームらしいゲームだと思いますし、私には、ターン制だったり、テレポートでのマップ移動の方が自分のペースで遊べて合ってます。　●良いレビューも悪いレビューも、比較対象に原神やソシャゲを持って来すぎです。 的外れな内容が多すぎるので、自分でやってみましょう。,5,2023-06-04 04:55:19
lふぃふえうr,"日本製のゲームにはないクオリティ。
グラフィックだけなら日本も負けていないかもしれないが、ゲーム性やボリュームは類を見ない。

広いマップに多くのクエストが存在しているにも関わらず、遊んでいて移動速度やワープに全くストレスを感じない。
また、戦闘も迫力を残しつつサクサク進めることができこちらもストレスフリー。
多くの類似ゲームでは、戦闘終了後にキャラが決め台詞を言うリザルト画面に多少の時間を費やすが、今作はその部分をカットしているため余計な時間を取られることもないし、同じ画面を繰り返し見せられることによる飽きもないのが個人的に評価が高い。

日本のソシャゲは、デバッグとテストプレイを本当にしたのかと疑いたくなるような、操作や移動、ゲーム全般が面倒に感じる押し付けがましい内容のものが多い中、この作品はそういうところが全く無い。
ユーザーが遊びやすいよう創意工夫がなされているのがプレイしていて伝わってくる。

あえて欠点を挙げるならば、システムが少し複雑といったところだろうか。キャラクターを強くさせる要素が多岐に渡るので、全てを理解するのには時間を要する。
ただし、そう言った要素もストーリー進行と共に順次開放されていくので、問題にはならない。

内容は間違いなく☆5だが、ガッツリ系のRPGであるため、プレイするにはかなり時間を使う点を考慮して☆4",4,2023-04-27 08:04:05
小咲吉,"サービス開始からしばらくプレイしましたが、全体的に良く出来てると思います。

ただ、原神等のシステムをそのまま持ってきたのは駄目だったと感じます。

あれはアクションだからこそ成立していたバランスであり、ターン制とは相性が良くありません。

アクションの場合、キャラ性能をプレイヤースキルで補えるので１つのキャラを長期間使用する事が可能になり、そのキャラを重点的に強化することが出来ます。

ターン制の場合はアクションに比べてプレイヤースキルの介入が少なく、キャラ性能が重要になってきます。なので多くのキャラや武器を所持し、育成し、それらを組み合わせる事で戦略性が生まれます。

ですが、0.6%と確率が低いせいで天井しないとまともに編成を更新出来ません。さらに1キャラ育成するのに必要なリソースも多大で、多くのキャラを育成するのも大変なバランスになっており相性が悪いです。

配布キャラが強いのでずっとその編成でクリアできると言えばその通りなんですが、それではキャラパワーでゴリ押ししてるだけで戦略性が無く、最初は良くても同じ事の繰り返しなので飽きるのが早いです。

このゲームが今後このペースを保てるかは運営が石とスタミナ回復薬をどれだけ配布するかにかかっています。

気になった点は上記の事くらいなので、皆が多くのキャラを所持育成できる環境が整えばかなりの良作です。

今後イベントの高難易度クエスト等でターン制恒例の持ち物検査がされない事を願っています。

長文失礼しました。",3,2023-05-05 01:08:20
アプリ好きの誰か,"mihoyo作品2つ目となります。少し触って見ての感想になるので、プレイするかは判断に任せます。

▶︎ストーリー

･専門用語が多く何言っているのか全然分からない。(崩壊シリーズをやっている人なら分かると思いますが、やってない人からすれば呪文)

･リップシンクがあり、原神と違って声と口の動きが同じなので良いと思います

･翻訳が少し怪しい。やっぱり本国のゲームでないからですかね。

▶︎キャラクター

mihoyoというだけあって細部まで作り込んでる。推しはすぐ見つかるかも。

▶︎グラフィック

デバイスのスペックによって変わってきますが、普通に綺麗です。

▶︎バトル

ターン制のバトルです。弱点要素やシールド要素があります。似たようなもので言えばポケモンですね。ただ、ヒーラー･シールダーは必須になってきます。ハマる人にはハマる、原神などに慣れている人にはつまらないようなシステムです。

▶︎やり込み要素

原神で言うところの聖遺物のようなものがあり、エンドコンテンツになってくると思います。現在はver.1.0なので、これから増えるんじゃないですかね？

▶︎その他

･やはりmihoyo作品はデバイスに負荷がかかりがちです。そのためスマホ等で遊ぶよりかはPCやPSなどでプレイした方が良いと思います。

･壁は登れない＆大きな段差は通れない仕様になっているので、原神やブレワイなどのオープンワールドに慣れている人にはイライラするかも。",3,2023-04-28 06:46:07
使える名前無いんか！,"使用Pad Pro
グラフィック凄い綺麗
PS3や4のときしてたようなロープレしてる感じで懐かしく、ストーリーもちゃんと考えられてて面白い
ストーリーが理解出来ないと言うてるレビューは、頭悪い理解力ない人だと思う
無課金ですが今行けるとこまでのストーリークリアのチケと石で、どんなに運悪くてもガチャが確定で星5が2体そろうガチャ内容
回復星5出なくても星4の配布回復キャラでも今のところなんの問題も無くプレイ中
組み合わせで時間がかかるかもだけどクリアは余裕
装備の組み合わせ考えたり、キャラの相性でパーティどうしようと考えたりと楽しい
単純に主人公と星4の配布キャラでさえ強いので育てればどこでも通用する
正味主人公、星4回復のナターシャ、確定する星5を2体編成すればおk
今ゼーレがピックアップ出てるのでそれを狙うのがおすすめ
ゼーレは強い
90連で50パーでゼーレ、もしくはランダム星5キャラが当たるので石で回すならこれ
ピックアップじゃないガチャは銀チケのみで今は良いと思う
とりあえず最初の星行ってからのワクワク感は凄い
あと、話をスキップ出来ないのが最初うざかったけど、まあストーリー見てても良いかなとは思える内容
いつもスキップして話し見ないタイプだったけど、強制的に見せられる笑
連打してたら少し飛ばし気味に進められるし、死んだら同じストーリーはスキップ出来る
やってみて損は無いと思う
でもやれること出してくれないとやる事なくて暇←今ここ",5,2023-05-01 13:30:57
らなゆまあや,"開拓レベル37までプレイ
始めようとしてレビュー見たている方の参考になればと思います

・ガチャ
最高レアリティ0.6%なので基本出ません
天井90連、引き継ぎ制なので欲しいキャラがいるならば気長に
そもそもレアリティにこだわらずともどのキャラも育成すれば役割はあるので最高レアリティの人権キャラで札束ゲームしたい方には向かない
・育成
最初は決めた4人に絞ってリソースを使う事をおすすめ
装備の厳選も後々必要だがひとまず同系統の装備で固めて強化、意外とHPが重要だと感じた
キャラレベルのステータス上昇も大事だがその基礎地を増幅させる装備の強化をしないと戦力は上がらないので注意
少しづつ強くなって強敵に勝てるようになる工程はRPGやってる感じがして好き
・システム
移動はオープンワールドで原神の壁登り、跳躍、水泳が無くなった感じ（劣化と言う方もいるようだがアクションゲームではないので当然かと）
戦闘はシンボルエンカウントで戦闘に突入でターン制コマンド選択型
行動順が表示されているので参照しながら行動を決める（FF12とかに近い？）
属性概念はあるがそれにより与ダメ、被ダメが直接増減はせず、属性のゲージを削り切るとボーナスが得られる感じなので得意属性必須という感じも今のところしない（必要になるギミックは絶対くるだろうが）

その他コンテンツは沢山あるがあとはプレイしてみることをおすすめします
こんな本格的なRPGが基本無料で楽しめるだけで満足です",5,2023-05-04 03:40:57
なたはたらたはまらたたさ,"いい所から。こうえんすい(武器)は無課金でも余裕で強いのが手に入るのでそこは良いところ。凸も進みます。

加えて言うならもちろんキャラは魅力的です。喋る日本語はちょっとおかしかったりするけど。

悪いところ。
原神と比べるのは違うと言われると確かにそう。種類がちがうから。ただ、これやってみるとわかるけどほぼ原神なんです。戦闘システムを除くと、マップが狭い原神。昇格、天賦素材集める所から遺物までスタミナを使うコンテンツはほぼ原神。(模擬宇宙は目新しいけど長くてだるい) 
原神はマップが作り込まれてるから空いた時間で冒険ができるけど、崩壊はストーリーの追加もない(これが1番やばい)し、探索もほぼないからほんとにやることがない。
石を砕いて周回するか貯まるまで待つかになってくるから、遊び方の自由度がない分苦痛が増す
オープンワールドを望んでるわけではないけど、そうでないからこそ遊ぶところがなさすぎない？

ソシャゲ的な要素を強くするならイベントの開催頻度を早めるなり、ガチャラインナップを増やすなり、厳選の仕様を改善するなりやりようがあるんじゃないかと。
基本原神と同じシステムなのに原神よりやることなくて戦闘もある程度周回するとなるとオートで済むような単調な仕様、かと思えば厳選が渋すぎる、知らない漢字や単語が出てくる分かりづらいストーリー、行ったり来たりさせられるだけの退屈なボイスなしミッション。とホヨの悪い所は継承してる。そりゃ人減るよ。",1,2023-06-29 15:32:43
本当におすすめしない,"ポイ活にレビューを書く欄がないのでこちらに。開拓レベル60で全条件達成、期限の40日ギリギリ。毎日きちんとらやないと厳しいですが、ポイ活としてはまあまあ優秀です。

ゲームとしての評価
良い点
・グラフィックやスキル演出などは素晴らしい。
これがスマホでサクサク動くのはすごい。

悪い点
・翻訳が甘い。ストーリーを読んでる最中におかしな訳がちょくちょく出てくるので萎える。

・中華系のキャラがたくさん出るが名前がほぼ読めない。キャラプロフィールにも書いてない。そんなので話にはいりこめるわけない。ちょっとやるだけの予定のゲームのキャラ名なんて調べません。

・海外ゲームにありがちな使いづらいUI。なんで移動で使うカーソル（常時指が置いてある場所）に選択肢が出るんだ。誤タップが酷い。

・メインストーリーは全部読んでね！のテキスト。早送りもスキップもできない仕様。イライラ。

・ガチャ内容によっては重要コンテンツが詰む。これは仕方がないかもしれない。無課金では進まなくなる可能性がある、という話。

・厨二病こじらせた大学生が偏った知識だけで作ったような「俺が作った最高にかっこいいストーリー(｀・ω・´)ｷﾘｯ」恥ずかしいストーリー。まあこれは若年層にはウケるかもしれない。

悪い点を書き出したらキリがないのでこれくらいで。
ストーリー面は好みなので仕方がないが、トンデモUIと萎える翻訳はどうにかしたほうがいい。",2,2023-07-18 07:20:11
くされ原住民ンゴ,"ゲームの内容について(2章までクリア済み)

1.特定のキャラで無双出来る草刈りゲー
とは行かず、属性や雑魚を先に倒して
頭数減らして被ダメージを減らして攻略等、
ターン制ゲームならではの楽しみ方が
しっかりと作り込まれている。
この点はめちゃくちゃ個人的に好き。
原神が合わなかった人はスターレイル好きかも

2.ガチャでキャラ入手出来るが排出率操作みたいなのは今の所無い。
もちろんパーセンテージ低いのはあるが、
そこは仕方ない所ではある。
崩壊3rdキャラが何人か出てきて涙腺枯らされる
ようなシーンもたまにあるので、
3rdやったことある人は「あっ！」って喜べると思う。

3.ストーリー的には世界観に没頭出来るかどうかが分岐点かも。
変に先入観持ったり原神脳だと多分楽しめない。ストーリーは現在3章まで解放されてて、
レビュー記入時点で3章触りだけやってるけど
本当に時間忘れるくらいやってる。

4.周回機能について
これは手に入れたキャラによるけど、
基本育てたいキャラのダンジョン的なのに潜って周回する感じ。
これは個人的には別に苦では無いけど、
スキップ機能的なのが出てくると嬉しい。

5.最後に主人公について
どのゲームも大概主人公が置いてけぼり
(性能面で)になるが、
このゲームは主人公がどんどん能力を強化して強くなっていく。
個人的にはここがめっちゃ熱いし好き。

リリースおめでとう",5,2023-04-30 22:35:17
けいやん6124,"トップレビューに出てくるこのゲームが10年前のクオリティとか断言してる人は絶対ゲームプレイしてない。もしくは、チュートリアルを見てやめちゃったのかなと思う。列車に乗るまではほぼチュートリアルなので、正直面白くはない。(冒険に出てないのだから、面白くなりにくいのは当たり前だが)列車に乗ってからのストーリーはかなり面白いからここまでやってみてほしい。

グラフィック◎
ストーリー○
操作性○
テキスト◎
翻訳○

テキストに関してだが、かなりユーモアがあって面白い。ゴミ箱や他人の荷物を漁ることにこだわりがある主人公を周りが突っ込む描写がやたら多い。(平気でタンスを開けて服を持ち去るRPGへの風刺だろうか。ちなみにこのゲームでも普通にパクっていきます。)

かなり大きな不満が１つあって、原神で言う螺旋っぽいコンテンツで雑な翻訳が長々と続く場面があり、このゲーム大丈夫か？と思ってしまった。
後に、翻訳以前にそもそも会話がうまくいっていなかったことがわかるのだが、その描写がかなりわかりにくい。
というか、解説役との会話もどこか不自然に見えるのでこのコンテンツだけ翻訳がうまくいってない感じもする。ここで脱落者がでるだろうな、と思うレベルだった。
序盤のチュートリアルでこれはかなりもったいないので修正するか、状況をもう少し丁寧に(会話がうまくいっていないことを主人公が指摘するなど)するとよいと思う。",5,2023-04-27 09:38:43
レビュー書いたけどとりま入れて合わなきゃ消せば良いと思う,"開拓レベル37 メインサブクエを一通りクリアした感想

序盤は原神勢以外に見慣れないUI、個性的な属性、多すぎる専門用語からプレイヤーの理解が追いつかなくて内心評価3だったが、慣れて全部理解出来たらすごい良く出来てたので評価5。

ストーリーはヘルタクリアまではチュートリアルなのもあり説明ばっかで、正直面白いかと言われると微妙だが、次のヤリーロ編はとても良く出来ており最終決戦の演出や諸々込みでとても感動した。
羅浮編は途中までしか実装されてないので割愛。

バトルシステムは最初はよくわからなかったが、斬新な属性相性が本当に良く出来ており、また開拓レベルによるレベルキャップのバランス調整の良さも相まって戦闘面はとても楽しめた。
ただここは課金した人には難易度が緩く感じるかもしれない。

個人的な偏見だがターン制RPGはポケモンみたいな対人戦がないソロゲーは面白くならないと、最近の放置型RPG見てて勝手に思っていたので、ストーリーさえ良ければ良いかなぐらいの気持ちでいたが、バトルシステムがちゃんと面白かったは良かった。

総評　慣れは必要だが、ストーリー、ムービー、バトル自体はどれもとてもよく出来てる。
※後私以外にも最初ジャンプないのにモヤモヤしていた人がいるがストーリークリアしてアンカーで移動するようになってからはジャンプないのが気にならなくなったのでやっぱ慣れだと思う。",5,2023-05-07 14:34:20
オニギリ13,"タイトル通りで映像演出は他の追随を許さないレベルで美しいし、キャラクターデザインも流行に沿っていて多くの人に気に入られるものだと思う。

けれどターン制RPGとしてのバトルシステムはハッキリ言って面白いとは言えない。ソシャゲでもターン制RPGとしての面白さは本作より上のものは幾らかあるし、ソシャゲである事は言い訳にならない。

1キャラでやれる事が少な過ぎて本来なら可能なソレをバラしてガチャで切り売りしてるのかと感じてしまう。

ガチャ周りもキャラと装備品にあたる光円錐が別々だけど分ける必要を全然感じない。同社の原神のように装備で見た目が変わるわけでもないので性能は良くてもそこまで欲しいと感じられない。

そして個人的に翻訳が一番酷くてシナリオに、作品の世界観に入り込めない。
本作は日本産のゲームであったりアニメに影響を受けているらしいが悪い部分も受けたのか専門用語の連続、そのうえ前述した翻訳もあるので目が滑りまくる。

ガワは良いのにその他が半端だったりチグハグで見た目だけのハリボテというのが今のところの評価です。

多分これはターン制RPGの名作に多く触れてきた人ほど感じるのではないでしょうか。

リリース直後なので多くの部分は改善されていくでしょうけど、ターン制RPGとしても面白さ(主にバトル面)は根本的な部分なのでそこは期待できそうもありません。",2,2023-06-07 14:46:29
🍯( '-' 🍯 )ﾊﾁﾐﾂﾁｬﾝ,"まずはさすがhoyoverse、グラフィックも没入感も進化してる。
原神と比べるとエリアの範囲は箇所ごとに狭くはなってるけど、その分質感がより一層リアルになってます。
サウンドも相変わらず凝っていて視覚も聴覚も楽しませられますね。

戦闘スタイルについては、私はどちらかと言うと原神のように自分でキャラを動かすのが好きだったので、始める前はどうかなーと思っていたましたが、楽さが段違いだし、オートでできる分各キャラの必殺技のカットインやボイスを眺められるのでこれはこれでありだなと感じます。

ガチャシステムも原神と同様天井が引き継がれるので他のゲームに比べてほんとに優しいと思う。
ただ、チュートリアルがちょっと長いかなと感じるのでリセマラはおすすめしないです。

専門用語もたくさん出てきますが、図鑑みたいなもので用語の意味も解説してくれてるので、何言ってんだ？ってなる人は一通り目を通しておくとよりノーストレスでストーリーを進められると思います。

原神でも頭を使って解くギミックがたくさんありましたが、崩スタでもそういったギミックがいっぱい出てきます。ただ崩スタの方が単純な操作で済むので少し難易度は低いかな？最悪ガチャガチャ適当にボタン押してれば解けることもあるのでありがたいです笑

今後もストーリーがどんどん追加されると思うのでめちゃめちゃ楽しみです！",5,2023-06-04 05:02:04
ゲーム探索・レビュー家,"元々原神をやっていて大分ハマっており広告を見た時にあのホヨバの新作かぁーと思い始めました。最初ターン制と聞いて爽快感がなさそうで作業になりそうだな〜と思いました。だが実際にやってみるととても高い戦略性、爽快感溢れる演出、またホヨバお得意のグラッフィックや操作性のよさ、可愛いキャラなどの様々な要素によって、飽きのこない戦闘に仕上がっていました。またガチャシステムなども確立はニケなどに比べれば厳しめですが配布が原神と違い、これでもかというぐらいしてくれるので無課金でも全然星5を引けます。また配布されるキャラも大分優秀で全キャラ作り込まれていてどんなキャラでも使い道があります。またマップもすごい広大でオープンワールドといっても過言ではないものです。ストーリーもとても面白く感動できます。またやり込み要素も豊富で遺物やスキルレベル上げ、組み合わせを変えて遊んでみたり、高難易度のエンドコンテンツも豊富なのでやる事には困らないでしょう。あとチュートリアルが長いという声も聞きますが、確かに三十〜六十分ぐらいかかりますがさっきも言った通りストーリーも面白いので自分としてはあっという間に過ぎていきました。
今まで様々なゲームをプレイしてきましたがここまで完成度が高いゲームは今の良作が溢れかえる時代にも見た事ありません。
文句無しの神ゲーと言えるでしょう",5,2023-05-21 05:54:09
kumapanda,"原神が楽しかったので期待して先行予約して初日にスタートしました。実際やってみると原神と違いコマンドターン制(ドラクエみたいなもの)なので原神の勢いでスタートするとまずそこでガッカリする方が多いと思います。
ライト層の最初の鬼門はチュートリアルかなと。チュートリアルが長く説明が直感的でなく少々ダルいのでここで離脱する層が多そうです(自分も少しダルかった)。※実際周りで離脱していく人が何人もいました。
ダルいチュートリアルを越えるとストーリー性もしっかりあり、雑魚バトルはオートで出来ますし自然にゲームに引き込まれて面白かった。
コマンドバトルは割り込みやスピード要素(コマンド順を飛ばす)もできるので意外ともどかしさもなくなり直感的に敵を倒すアクションゲーではないけど、慣れれば違和感なく楽しいです。
原神好きでデイリーやイベを律儀にやり尽くしていたら疲労しましたが、そもそもスターレイルも原神もソロゲーなので気負わなきゃ無課金または月課金、欲しいキャラがいる時にスポット課金で十分遊べるので、ストーリーも楽しいですし是非やってみて欲しいです。
題材が鉄道で宇宙の星を旅する、銀河鉄道999の亜種版と自分は感じました。偶然とはいえ松本零士さんが亡くなった年にこういう題材のゲームがスタートされるとはなんとも言えないですね。日本ではまず難しいでしょう。",5,2023-05-03 05:29:48
あばちゃぁ！,"まだ開拓レベル20なので断言はできませんが、少なくとも今のところ最高レアがいなくてもストーリーを進められているので、レアキャラがガチャで引けないからって悲観することはありません。
限られたキャラでボスを攻略していける難易度調整が上手くできているので逆に楽しいです。(パーティーにほぼ必須なヒーラーは確定でもらえる)
不満があるとすれば、10連引いてもキャラ確定じゃなくてカード？みたいなのが確定になるところ。そこまで多く引けないならせめて10連はキャラが確定で出て欲しいと思います。

弱点を突く構成を考え、試行錯誤する。ゲームやってるなって感じがします。ドラクエやFF好きの私はこのターン制がブッ刺さりました。

ストーリーに関しては、確かに最初脱落しかけました。専門用語が多いし、何が起きているのかわからなかった。なのでとりあえず深く考えるのはやめて、ゲーム内の主人公の視点に立とうと思うようにしました。列車に乗って星に降りた後のストーリーは分かりやすかったので面白くやれています。今後に期待です。

原神のようなオープンワールドに慣れている人は少し物足りなさを感じるかも知れませんが、アクションゲームじゃないためむしろ限られたフィールドを探索する形が合っているとプレイしていて思います。

原神のデザインは好きだけどアクションが苦手って人におすすめ。",4,2023-05-04 14:11:20
ウ_ン_チ_ー_コ_ン_グ,"まず最初に悪い所から
察してはいたけど崩壊3rdの使い回しがある
ガチャは渋い、マップが分かりづらい
バトルが尋常じゃないくらい長い
バトルが長いので聖遺物掘りが苦痛、いつの間にか掘る気力すら湧かなくなる
レベル上げも苦痛、バトルが長いから
ターン制バトルRPGが苦手、時間が惜しい、すぐ飽きるという方はやらない方が良いです時間の無駄です。
いい点
隠し要素などが面白い所ですね
例えば最初の時に主人公の性別を選べるのですがそこで選ばないでいると銀狼が最後の方で
「私が選ぼうそうしよう」だっけ？
こういう選択放置した時にもセリフがあるというのは面白い所だと思います。
戦闘システムが簡略化されていて簡単
ファイ◯ルファン◯ジーシリーズみたいにややこしくないのでスムーズにバトルを進行できる

個人的な意見としてはイマイチ面白味に欠けている、と感じました
理由としては悪い点でもあるしいい点でもある戦闘システムですね。
やっぱり戦闘システムの簡略化によって飽きがくるそしてターン制バトルなのでやはり1バトルが長いので周回などは向いていない戦闘システムです。
ストーリーや隠し要素などが面白いので残念ですね
僕自身ターン制バトルが苦手&飽きやすいので
自分には合わないと思いアンインストールしました。
ガバガバ文章
長文失礼しました。",3,2023-06-25 16:40:55
グラフィック落としてプレイ,"ストーリーは専門用語があったりちょっとオカシイ言い回しになってたりするが面白い
しかし シリアスな場面(他キャラ死亡等)の際にメインキャラ達が普通に明るく会話してたりしてて感情移入しずらい点がある

まあ良くモブが死ぬので(ストーリーやサブクエスト等で)死についての価値観が低いのかなと捉える事もできるが主人公が同行してるキャラの義理の親(ストーリー上の敵)を倒(殺)した際の反応がめっちゃ軽いので結構困惑する

後はガチャ…最初星５キャラを無料で手に入れられるが無課金で他の星５キャラを手に入れるのは
かなり根性が入る…

現状私は最初の開拓する惑星をクリアするまでにガチャを１３０回程回したが 無料星５キャラ以外に星５キャラは当たらない…のはまだ分かるが 星４キャラも３０回に１回くらいでしか出ないのは恐怖を感じるレベル…

ストーリーを攻略する際星５キャラじゃなくても攻略できるのだが敵の弱点属性にあった星４キャラを育てなきゃいけないので星４キャラすら全く出ないと攻略が地獄と化す(敵が強い為)…  寧ろ何故あのガチャ率でキャラをカンストさせるのに同キャラ７回当てないといけないのか…  

現状はストーリーやサブクエで手に入れた星４キャラを使って何とかしてますが後々のインフレを考えると微課金の私では付いて行けそうに無い",3,2023-04-28 09:22:24
無課金の視点より,"開拓レベル40以上、且つ模擬宇宙第6世界まで全てクリアした人のレビューです。

このゲームはよくあるターンバトル制で、同じ崩壊シリーズや、原神とは違った遊び方で、とても面白いです。

ターンバトル制のゲームであるものの、しっかりワールドを散策することが出来たり、聖遺物厳選などなど、原神に似ている所があります。

しかし私的にはこのゲームは原神以上と思います。

①良心的なガチャシステム

他のソシャゲに比べて、90連（武器ガチャは80連）回したら星5キャラ確定であり、すり抜けたとしても次の星5キャラはPUキャラになります。さらに、原神では武器ガチャは最高天井2回分行かないとPU武器が引けなかったのですが、崩スタでは武器ガチャもキャラガチャと同じような仕組みになり、すり抜け1回で次PUの星5確定、というとんでもなく有難いガチャシステムになってました(* 'ᵕ' )☆

②スタミナ上限

原神ではよくなくなりがちなスタミナですが、崩スタではスタミナ上限がさらに増え、私のような攻略し尽くした人でもスタミナが多い分聖遺物厳選などをしやすくなりました。

以上の2点から私はこのゲームは原神を超えた、新世代のターンバトル制ゲームだと思います。

このゲームを入れるか悩んでいる人は是非入れてくれ!!と言いたいです!!!!",5,2023-05-14 09:56:30
ソシャゲ妖怪,"戦闘システムや自由度の低さについては既に他の方が書いているのでストーリーについて言及しますが、文章があまりにも読みにくい。

専門用語の多さもそうだけど、何よりも日本ではまず使わない熟語や中国で使ってる漢字語をそのまま日本語訳に持ってきたみたいな翻訳が目立つので全体的に文章がフォーマルなんですよね。
ただの会話なんだからもうちょっとカジュアルな話し言葉的でもいいのに書類読まされてるみたいで全然楽しくない。メインキャラはまだ読めるレベルだけどモブキャラは演説でもしてるのか？ってぐらい堅苦しい。

一部で散見される「あなたは“調停者”は〜」みたいな二重主語を除けば基本的に構文やイディオムはちゃんと翻訳できるんだから、単語も日本向けに日本人に馴染みのいい言葉に翻訳できただろと思わずにはいられないです。

しかも選択肢で専門用語についての説明を求めても専門用語の説明を専門用語でされるので「そうじゃないんだよなぁ…」感。笑
中にはよく考えて選択肢を選ばなきゃキャラの機嫌を損ねたり返答が変わったり、サブクエストに影響したりもするので文章が馴染みにくいのは致命的。

シンプル翻訳ミスもちょこちょこあるし、原神でしこたま稼いで金あるんだからせめてもうちょっとまともな翻訳雇ってほしいですね。",3,2023-04-30 09:15:29
名無しに変わりましてVIPでござる,"【評価できる点】
原神で培った優秀なグラフィック技術
そこら中で出てくる無条件賞賛コメント宣伝能力
　　　　　　　　　　　　　　　　以上

【ストーリー感想】
現在解放されている部分でカカリアを倒す部分まで進めればいいストーリーになると聞いてプレイしましたが全くのデタラメです。

！「ストーリーに期待してはいけません」

作り込みが薄すぎて感情移入することはありません
このレベルで賞賛できるなら駄作は存在しません

【ゲームシステムについて】
有名ターン制ゲームと比較すると評価できる点がありません
できるなら現行有名ゲームのシステムをコピーして皮だけ原神に作り直した方が苦しい賞賛をせず評価できます。

【あとがき】
改善を書こうと考えていましたが考察する程、足りない部分が多く、一定のラインに到達していないため根本的作り直し以外無駄だと考えます。

ネットコメはあり得ない無理やりの賞賛コメが多くて参考になりません

「端的に言うと原神と会社の広告力がなければサ終は近いでしょう」

友人との付き合いでプレイは続けますが面白いものが作れないならさっさとサ終してほしいです。

今後コメントをすることはないと思います。
不快な方は流してください　　　
　　　　　　　　　　　　　　　　以上",2,2023-05-05 02:04:36
